arrest_key,arrest_date,pd_cd,pd_desc,ky_cd,ofns_desc,law_code,law_cat_cd,arrest_boro,arrest_precinct,jurisdiction_code,age_group,perp_sex,perp_race,x_coord_cd,y_coord_cd,latitude,longitude
206882030,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,24,0,45-64,M,BLACK,991075,227074,40.78994739900003,-73.97535415699997
206882732,2019-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,52,0,25-44,M,WHITE HISPANIC,1010546,253615,40.86275836700002,-73.90493406199994
206881424,2019-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,112,0,45-64,M,BLACK,1025401,202586,40.722640996000045,-73.85154182199994
206886643,2019-12-31T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,M,5,0,25-44,M,BLACK HISPANIC,984984,200116,40.71595711700007,-73.997353676
206882633,2019-12-31T00:00:00.000,510,"CONTROLLED SUBSTANCE, INTENT T",117,DANGEROUS DRUGS,PL 2200601,F,B,44,0,25-44,M,WHITE HISPANIC,1004749,240880,40.827819901000055,-73.92593075599996
206890202,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,1,0,18-24,F,ASIAN / PACIFIC ISLANDER,984722,202914,40.723636973000055,-73.99829859799998
206884735,2019-12-31T00:00:00.000,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,B,43,0,18-24,M,BLACK HISPANIC,1018791,240921,40.82788868500006,-73.87519150199995
206888492,2019-12-31T00:00:00.000,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,81,0,45-64,M,BLACK,1005312,190540,40.68964821100008,-73.92405412199997
206886051,2019-12-31T00:00:00.000,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,K,81,0,18-24,M,BLACK,1005312,190540,40.68964821100008,-73.92405412199997
206883995,2019-12-31T00:00:00.000,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",340,FRAUDS,PL 1906001,M,M,5,0,25-44,M,ASIAN / PACIFIC ISLANDER,983907,199959,40.71552621300003,-74.00123874799993
206883652,2019-12-31T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,B,40,0,25-44,M,WHITE HISPANIC,1005041,234533,40.810398494000026,-73.92489531099994
206887260,2019-12-31T00:00:00.000,764,BAIL JUMPING 1 & 2,126,MISCELLANEOUS PENAL LAW,PL 2155700,F,M,5,0,25-44,F,BLACK,983907,199959,40.71552621300003,-74.00123874799993
206887259,2019-12-31T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,M,32,0,<18,M,BLACK,1000844,235760,40.81377514600007,-73.94005366399993
206889595,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,S,121,0,18-24,M,BLACK,938676,153149,40.58692579000007,-74.16408371599994
206885153,2019-12-31T00:00:00.000,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,M,10,2,25-44,M,BLACK,982992,210566,40.74463975500004,-74.00454140599999
206885155,2019-12-31T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,25-44,M,WHITE HISPANIC,1057174,199402,40.71369686100008,-73.73695004899997
206891083,2019-12-31T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,14,0,18-24,M,WHITE,987215,215403,40.75791569300002,-73.98929901999998
206888899,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,94,0,25-44,F,WHITE HISPANIC,997053,204934,40.729172131000034,-73.95380781799997
206889272,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,70,0,25-44,M,BLACK,999240,169262,40.631257160000075,-73.94599639799998
206888903,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,6,25-44,M,BLACK,986781,212761,40.750664208000046,-73.99086657499998
206882028,2019-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,M,10,0,45-64,M,ASIAN / PACIFIC ISLANDER,984456,215989,40.75952460900004,-73.99925785699998
206882025,2019-12-31T00:00:00.000,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,77,0,25-44,M,BLACK,1001639,185922,40.676980833000066,-73.93731047899996
206884278,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,Q,103,0,65+,M,WHITE HISPANIC,1041894,196417,40.705616513000045,-73.79209337499998
206883654,2019-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,104,0,25-44,M,WHITE HISPANIC,1019624,200827,40.71783795600004,-73.87239259899997
206889269,2019-12-31T00:00:00.000,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,B,52,0,25-44,M,BLACK HISPANIC,1013734,254081,40.86402732400006,-73.89340651099997
206888897,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,B,40,0,45-64,M,WHITE HISPANIC,1009673,235504,40.81305150300005,-73.90815884499993
206889580,2019-12-31T00:00:00.000,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,FORGERY,PL 1701003,F,B,43,0,25-44,M,WHITE HISPANIC,1023479,238790,40.822020125000044,-73.85826443799994
206882207,2019-12-31T00:00:00.000,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211200,F,Q,106,0,45-64,M,UNKNOWN,1028843,188006,40.682605696000046,-73.83922075699996
206889582,2019-12-31T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510D,F,K,61,0,25-44,F,WHITE,1002930,153521,40.58804433800003,-73.93274583799997
206893597,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,9,2,25-44,M,BLACK,990896,201774,40.72050546500003,-73.976025587
206882733,2019-12-31T00:00:00.000,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,NYS LAWS-UNCLASSIFIED FELONY,VTL05110FE,F,B,47,0,25-44,M,BLACK,1025261,257260,40.872706675000074,-73.85171299799998
206884273,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,63,0,25-44,F,BLACK,1001308,168329,40.62869253100007,-73.93854829599996
206886636,2019-12-31T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1601503,F,K,60,0,<18,M,BLACK,989547,148969,40.57556809600004,-73.98093364699997
206890431,2019-12-31T00:00:00.000,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,M,34,0,25-44,M,BLACK,1002162,249364,40.851111636000034,-73.93525591199995
206885159,2019-12-31T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,Q,109,0,25-44,M,BLACK,1032084,216954,40.762043893000055,-73.82732958099997
206890918,2019-12-31T00:00:00.000,799,"PUBLIC SAFETY,UNCLASSIFIED MIS",363,OFFENSES AGAINST PUBLIC SAFETY,PL 2700502,M,K,79,2,25-44,M,WHITE HISPANIC,997621,194157,40.699590998000076,-73.95177985899994
206882024,2019-12-31T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,71,0,25-44,F,BLACK,1001010,179064,40.65815836400003,-73.93959520299995
206885161,2019-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,Q,113,97,25-44,M,BLACK HISPANIC,1046315,187088,40.67998073800004,-73.77623390699993
206882205,2019-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,K,72,0,45-64,M,WHITE,985224,182902,40.668708633000044,-73.99649040699995
206891601,2019-12-31T00:00:00.000,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,72,0,25-44,M,BLACK,983024,177659,40.654317721000034,-74.00441992599998
206887599,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,60,0,25-44,M,WHITE,994447,151043,40.58125653700006,-73.96329182299998
206885152,2019-12-31T00:00:00.000,106,ASSAULT POLICE/PEACE OFFICER,106,FELONY ASSAULT,PL 1200800,F,M,5,72,18-24,M,BLACK,984146,200403,40.71674489400005,-74.00037661299997
206886057,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,13,0,45-64,M,WHITE HISPANIC,990238,209365,40.74134137300007,-73.97839260899997
206889588,2019-12-31T00:00:00.000,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,GRAND LARCENY,PL 1553001,F,M,14,0,25-44,M,ASIAN / PACIFIC ISLANDER,987220,212676,40.75043076800005,-73.98928217599996
206892341,2019-12-31T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,K,67,0,18-24,M,BLACK HISPANIC,1004940,180941,40.66330200400005,-73.92542497899994
206890961,2019-12-31T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,B,50,0,25-44,M,BLACK,1009226,257932,40.87461104400006,-73.90969013799997
206892350,2019-12-31T00:00:00.000,105,STRANGULATION 1ST,106,FELONY ASSAULT,PL 1211300,F,K,84,0,25-44,M,BLACK,988897,192615,40.69536744700008,-73.98324342499996
206882033,2019-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL1220B01,M,Q,115,97,25-44,M,ASIAN / PACIFIC ISLANDER,1018714,214946,40.756594678000056,-73.87560301799994
206887261,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,25,0,45-64,M,WHITE HISPANIC,1002996,229133,40.795581553000034,-73.93229781499997
206891074,2019-12-31T00:00:00.000,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,70,0,25-44,M,BLACK,994453,176817,40.65200082200005,-73.96323127899994
206887263,2019-12-31T00:00:00.000,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,S,120,0,18-24,F,WHITE HISPANIC,960040,174186,40.64475207900006,-74.08724138199995
206891084,2019-12-31T00:00:00.000,441,"LARCENY,GRAND OF AUTO",110,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,14,0,25-44,M,WHITE,985994,213198,40.75186385300003,-73.99370689799997
206886046,2019-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,B,50,0,25-44,M,BLACK,1009323,260387,40.88134898200008,-73.90933020499993
206891079,2019-12-31T00:00:00.000,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DANGEROUS DRUGS,PL 2201601,F,M,28,0,25-44,M,BLACK,997020,230319,40.79884745600003,-73.95387866199997
206890204,2019-12-31T00:00:00.000,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,S,121,0,45-64,M,WHITE HISPANIC,930664,154427,40.59038882200008,-74.19293975599999
206891615,2019-12-31T00:00:00.000,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,Q,103,0,25-44,M,BLACK,1037513,194902,40.70148565900007,-73.80790651999997
206887603,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,75,0,45-64,F,BLACK,1020754,176733,40.65170090400005,-73.86844675099996
206890440,2019-12-31T00:00:00.000,268,CRIMINAL MIS 2 & 3,121,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,F,Q,114,0,25-44,M,BLACK,1001955,216397,40.760626741000074,-73.93609107899994
206889577,2019-12-31T00:00:00.000,510,"CONTROLLED SUBSTANCE, INTENT T",117,DANGEROUS DRUGS,PL 2200601,F,B,47,0,25-44,M,BLACK,1021895,259481,40.87881762600006,-73.86387135299998
206888079,2019-12-31T00:00:00.000,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,B,43,97,25-44,M,BLACK,1022831,244452,40.83756353000007,-73.86057314099996
206888902,2019-12-31T00:00:00.000,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,34,0,25-44,M,BLACK,1007190,253954,40.86369817700007,-73.91706577199994
206886642,2019-12-31T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,M,5,0,25-44,M,BLACK HISPANIC,984984,200116,40.71595711700007,-73.997353676
206890920,2019-12-31T00:00:00.000,507,"CONTROLLED SUBSTANCE, POSSESSI",117,DANGEROUS DRUGS,PL 2200602,F,K,79,0,25-44,M,BLACK,1001139,192775,40.69579171600003,-73.939095905
206886644,2019-12-31T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,M,5,0,25-44,M,BLACK HISPANIC,984984,200116,40.71595711700007,-73.997353676
206890969,2019-12-31T00:00:00.000,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601002,M,M,26,2,25-44,M,BLACK,996241,236149,40.81485028900005,-73.95668184799997
206892353,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,9,2,25-44,M,BLACK,990896,201774,40.72050546500003,-73.976025587
206883651,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,B,44,0,25-44,F,BLACK,1008941,243348,40.83458312700003,-73.91077438799994
206888084,2019-12-31T00:00:00.000,739,"FRAUD,UNCLASSIFIED-FELONY",112,THEFT-FRAUD,PL 1908301,F,Q,101,0,25-44,M,BLACK HISPANIC,1055868,156522,40.596011813000075,-73.74211638099996
206890965,2019-12-31T00:00:00.000,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,B,52,0,25-44,M,BLACK HISPANIC,1017852,260301,40.88108458800008,-73.87848732899994
206891075,2019-12-31T00:00:00.000,494,"STOLEN PROPERTY 2,1,POSSESSION",111,POSSESSION OF STOLEN PROPERTY,PL 1655000,F,K,61,0,25-44,M,WHITE,996737,153014,40.58666361100006,-73.95504408999993
206882737,2019-12-31T00:00:00.000,112,MENACING 1ST DEGREE (VICT NOT,126,MISCELLANEOUS PENAL LAW,PL 1201300,F,M,25,2,45-64,M,BLACK,1001322,235045,40.81181176000007,-73.93832865099995
206886048,2019-12-31T00:00:00.000,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,B,46,0,25-44,M,BLACK HISPANIC,1011751,250275,40.85358740100002,-73.90059135599995
206889864,2019-12-31T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,45-64,F,BLACK,1022822,263521,40.88990214800003,-73.86049591899997
206891605,2019-12-31T00:00:00.000,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,72,0,18-24,M,BLACK,983024,177659,40.654317721000034,-74.00441992599998
206882634,2019-12-31T00:00:00.000,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,75,2,45-64,M,BLACK,1017183,185588,40.67601990000002,-73.88127280599997
206891815,2019-12-31T00:00:00.000,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,79,0,45-64,M,BLACK,997446,188937,40.68526356700004,-73.95242120999995
206890975,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,23,0,25-44,M,WHITE HISPANIC,999353,225822,40.786500725000046,-73.94546242799998
206887602,2019-12-31T00:00:00.000,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 2403002,M,K,60,0,45-64,M,BLACK,990824,149705,40.57758741600002,-73.97633607099993
206885162,2019-12-31T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,114,0,25-44,M,WHITE HISPANIC,1001857,212462,40.74982636300007,-73.93645513699995
206882204,2019-12-31T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,B,46,0,45-64,M,BLACK,1012009,253420,40.86221867200004,-73.89964571999997
206884276,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,M,23,0,45-64,F,WHITE,998829,226859,40.78934789300007,-73.94735241299998
206883991,2019-12-31T00:00:00.000,139,"MURDER,UNCLASSIFIED",101,MURDER & NON-NEGL. MANSLAUGHTE,PL 1252501,F,B,44,0,25-44,M,BLACK,1006537,244511,40.83778161800007,-73.91945797099999
206885151,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,M,14,0,45-64,M,WHITE,986455,213102,40.75160025400004,-73.99204306099993
206885160,2019-12-31T00:00:00.000,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,BURGLARY,PL 1402000,F,Q,109,0,25-44,M,BLACK,1032084,216954,40.762043893000055,-73.82732958099997
206884272,2019-12-31T00:00:00.000,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER OFFENSES RELATED TO THEF,PL 1651503,M,K,73,1,25-44,M,BLACK,1005571,181640,40.66521910700004,-73.92314834999998
206890436,2019-12-31T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,9,2,25-44,F,BLACK,990954,203046,40.72399675400004,-73.97581508199994
206886052,2019-12-31T00:00:00.000,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,MISCELLANEOUS PENAL LAW,PL 215510B,F,K,83,0,25-44,M,BLACK,1006422,192976,40.69633175600006,-73.92004356399997
206891607,2019-12-31T00:00:00.000,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DANGEROUS DRUGS,PL 2200300,M,K,76,0,18-24,M,BLACK,982885,185703,40.67639669900007,-74.00492250999997
206882629,2019-12-31T00:00:00.000,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,ROBBERY,PL 1600500,F,B,40,0,25-44,M,BLACK HISPANIC,1004950,232897,40.80590834100008,-73.92522908799998
206890201,2019-12-31T00:00:00.000,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINI,PL 2155006,M,K,63,0,45-64,F,WHITE,1009348,167036,40.625124389000064,-73.90958821899994
206888900,2019-12-31T00:00:00.000,339,"LARCENY,PETIT FROM OPEN AREAS,",341,PETIT LARCENY,PL 1552500,M,K,84,0,18-24,F,ASIAN / PACIFIC ISLANDER,987004,191535,40.69240388700007,-73.99007040599997
206890427,2019-12-31T00:00:00.000,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200501,F,K,83,0,18-24,M,WHITE HISPANIC,1007128,193705,40.69833089400004,-73.91749507299994
206888490,2019-12-31T00:00:00.000,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,42,0,25-44,F,BLACK,1011125,241994,40.83086041200004,-73.90288739199997
206891810,2019-12-31T00:00:00.000,862,"ALCOHOLIC BEVERAGES,PUBLIC CON",675,ADMINISTRATIVE CODE,AC 010125B,V,K,76,0,25-44,M,BLACK,982151,185171,40.67493633500004,-74.00756854399998
206890924,2019-12-31T00:00:00.000,179,AGGRAVATED SEXUAL ASBUSE,116,SEX CRIMES,PL 1307001,F,Q,109,0,25-44,M,ASIAN / PACIFIC ISLANDER,1032198,217060,40.76233421800004,-73.82691730799998
